number,name,comb
992,468860,6.38550000064e-09
993,23461293,0.00735075000074
994,646997,2.9601000003e-08
995,3392024,0.00010455286051
996,381952,7.82100000078e-09
997,43950,1.53450000015e-09
998,2804552,0.0
999,132403,6.87703500069e-07
1000,17911659,4.10850000041e-09
1001,394606,4.45054500045e-07
1002,493824,1.13850000011e-09
1003,146005,1.46866500015e-07
1004,297549,0.0
1005,54483,2.80665000028e-08
1006,254587,1.76121000018e-07
1007,9797172,1.50876000015e-06
1008,449707,0.0
1009,78438,0.0
1010,2803352,1.75230000018e-08
1011,1285029,2.16810000022e-08
1012,275367,0.0
1013,389905,1.9800000002e-10
1014,198606,9.90000000099e-10
1015,1678499,0.0
1016,8062,0.040132134904
1017,24377,1.0296000001e-08
1018,182207,5.59350000056e-09
1019,3219917,8.36154000084e-07
1020,1031995,0.0
1021,136464,0.000134615250013
1022,59262299,1.78200000018e-09
1023,743466,0.0
1024,124238,0.0
1025,509346,0.0
1026,96094,4.58370000046e-08
1027,127382,9.90000000099e-11
1028,23214,0.0960254757096
1029,360857,7.31313000073e-07
1030,582370,4.05900000041e-07
1031,833251,9.85050000099e-09
1032,523690,5.11830000051e-08
1033,2800031,5.44500000054e-10
1034,11252,4.9500000005e-10
1035,378684,0.0
1036,20284353,2.9700000003e-08
1037,721541,0.0372695499037
1038,625858,9.60250500096e-07
1039,532597,0.000669837267067
1040,57349412,2.27700000023e-09
1041,4399103,0.0
1042,9945031,0.0
1043,71301,2.50272000025e-07
1044,4127,0.0
1045,450590,9.10800000091e-09
1046,45122289,9.85050000099e-07
1047,408258,0.0
1048,644238,5.14800000051e-09
1049,23707688,4.9500000005e-10
1050,626663,5.19487650052e-06
1051,1067921,0.00020246490002
1052,533407,2.32650000023e-09
1053,10264,0.000108306000011
1054,412111,4.25700000043e-09
1055,12205548,1.0
1056,1667,6.82555500068e-07
1057,11104705,4.52925000045e-08
1058,15433,1.53450000015e-09
1059,783443,3.41055000034e-08
1060,11747079,5.94000000059e-10
1061,10607887,0.0
1062,20617201,4.9980150005e-07
1063,11571190,3.15265500032e-07
1064,20030785,8.81100000088e-09
1065,10129884,0.0
1066,4444232,4.9500000005e-11
1067,18914747,1.08900000011e-09
1068,17749122,2.77200000028e-09
1069,1617813,1.83150000018e-09
1070,22104093,8.06850000081e-09
1071,264345,2.9799000003e-06
1072,479212,2.53440000025e-08
1073,102214,0.0
1074,396349,9.90000000099e-09
1075,597562,9.90000000099e-09
1076,22841829,0.0
1077,23679435,2.27700000023e-09
1078,2795220,0.0
1079,127592,6.93000000069e-10
1080,750333,0.0
1081,377673,0.00511473105051
1082,663224,1.74735000017e-08
1083,17803183,0.0
1084,35327,1.78195050018e-06
1085,59966037,2.57400000026e-09
1086,10121440,0.0
1087,6451453,2.12444100021e-06
1088,66591377,1.11330450011e-06
1089,2761447,9.85050000099e-09
1090,128123,2.56518900026e-06
1091,507236,9.90000000099e-09
1092,450835,0.0
1093,1272068,9.90000000099e-11
1094,32171,0.0
